Record_ID,Date,Store_Location,Region,Total_Employees,Full_Time_Employees,Part_Time_Employees,Seasonal_Employees,Employee_Turnover_Rate_%,Employee_Satisfaction_Score,Women_Employees_%,Minority_Employees_%,Employees_with_Disabilities_%,Diversity_Score,Community_Engagement_Hours,Charitable_Donations_usd,Local_Sourcing_%,Community_Programs,Health_Safety_Incidents,Lost_Time_Injuries,Safety_Training_Hours,Health_Safety_Score,Employee_Category,Program_Type,Compliance_Status,Performance_Score,Data_Quality_Score,Month,Day_Type,Quarter
5070,2024-06-18,Store_050,East,176,53,77,46,32.84,4.4,46.25,13.99,10.23,65.6,165,49048,61.75,11,4,1,175,69.8,Part-Time,Wellness,Compliant,55.9,78.3,6,Weekday,Q2
7503,2024-06-18,Store_025,West,184,80,64,40,11.42,4.1,45.51,30.55,13.3,88.5,445,38289,13.83,4,5,0,185,61.7,Full-Time,Training,Compliant,59.1,98.9,6,Weekday,Q2
7516,2024-06-18,Store_011,West,121,104,6,11,34.57,4.9,35.08,29.2,6.1,68.8,216,19830,55.43,6,4,1,78,96.9,Part-Time,Training,Compliant,84.2,78.2,6,Weekday,Q2
2112,2024-06-18,Store_035,Central,221,126,68,27,27.02,3.3,29.83,15.35,8.28,72.1,355,3436,43.37,0,4,4,151,96.7,Full-Time,Training,Compliant,58.1,91.3,6,Weekday,Q2
7660,2024-06-18,Store_041,North,112,22,80,10,34.47,3.8,59.06,21.24,11.3,74.6,321,25897,16.51,13,5,0,126,96.0,Full-Time,Wellness,Partial,72.8,81.3,6,Weekday,Q2
5120,2024-06-18,Store_016,West,215,137,74,4,29.59,3.1,53.02,15.7,12.64,94.8,440,25751,74.92,8,0,2,31,81.7,Part-Time,Community,Compliant,92.2,79.9,6,Weekday,Q2
19075,2024-06-18,Store_047,West,201,117,44,40,17.4,3.6,38.97,42.61,6.37,70.6,420,9955,69.65,18,4,1,123,76.2,Seasonal,Wellness,Compliant,85.7,76.9,6,Weekday,Q2
17859,2024-06-18,Store_008,Central,162,76,74,12,38.78,3.7,56.12,23.55,3.12,47.9,49,6705,75.53,16,5,2,80,86.8,Full-Time,Wellness,Compliant,52.5,93.5,6,Weekday,Q2
14993,2024-06-18,Store_047,Central,158,113,11,34,6.21,3.2,58.21,30.47,5.53,45.2,73,19210,30.79,10,8,0,111,96.7,Full-Time,Training,Compliant,85.1,84.2,6,Weekday,Q2
11062,2024-06-18,Store_032,South,136,47,86,3,38.37,3.4,41.41,22.94,12.76,87.0,120,27823,74.51,0,5,2,34,61.7,Full-Time,Training,Compliant,96.3,88.1,6,Weekday,Q2
6622,2024-06-18,Store_026,Central,130,26,63,41,12.33,4.6,35.6,36.99,7.24,49.5,17,39120,18.19,6,3,1,122,69.0,Part-Time,Community,Non-Compliant,59.0,81.3,6,Weekday,Q2
4241,2024-06-18,Store_009,South,124,63,47,14,25.06,3.4,32.81,30.2,3.25,60.5,316,20832,62.77,8,9,1,188,97.7,Full-Time,Wellness,Compliant,50.1,95.6,6,Weekday,Q2
15860,2024-06-21,Store_018,Central,141,79,14,48,9.95,3.5,47.28,47.42,10.33,74.3,216,41574,31.64,1,3,1,98,64.4,Full-Time,Diversity,Compliant,61.4,87.9,6,Weekday,Q2
10145,2024-06-21,Store_047,South,105,48,10,47,7.5,4.8,56.39,12.48,14.33,79.2,174,923,16.28,16,7,2,94,93.1,Part-Time,Training,Compliant,63.8,84.7,6,Weekday,Q2
2199,2024-06-21,Store_026,North,233,135,55,43,9.67,4.7,31.7,37.02,4.08,68.7,42,48324,43.78,9,6,2,194,77.8,Full-Time,Training,Compliant,54.8,99.3,6,Weekday,Q2
3128,2024-06-21,Store_001,West,193,67,96,30,24.25,4.9,22.73,43.83,10.42,67.7,80,2668,26.05,12,8,2,102,85.0,Part-Time,Wellness,Compliant,76.5,76.0,6,Weekday,Q2
10372,2024-06-21,Store_040,Central,126,52,44,30,35.8,4.5,38.08,15.53,5.63,77.1,390,16506,59.76,15,5,3,180,94.2,Full-Time,Training,Partial,57.9,89.2,6,Weekday,Q2
11687,2024-06-21,Store_032,Central,172,65,66,41,20.47,4.7,31.22,10.07,11.16,88.4,485,49934,44.0,13,0,0,158,68.2,Full-Time,Training,Compliant,57.8,93.5,6,Weekday,Q2
9893,2024-06-21,Store_011,South,71,50,21,0,8.68,3.3,34.47,34.77,12.64,45.4,331,13923,32.37,6,1,4,192,75.5,Full-Time,Diversity,Non-Compliant,71.7,96.0,6,Weekday,Q2
10220,2024-06-21,Store_007,East,263,143,81,39,12.36,4.9,31.23,32.75,13.7,90.4,435,9045,64.96,14,2,3,76,65.6,Full-Time,Wellness,Compliant,89.2,96.3,6,Weekday,Q2
3106,2024-06-21,Store_009,South,184,141,35,8,10.36,3.0,47.65,47.18,2.2,52.6,458,42357,21.58,16,2,1,36,61.4,Full-Time,Diversity,Partial,54.4,88.3,6,Weekday,Q2
15662,2024-06-21,Store_041,South,242,111,99,32,10.57,3.3,47.88,23.25,7.98,61.0,234,2015,23.52,0,7,0,112,95.6,Full-Time,Training,Compliant,75.9,83.7,6,Weekday,Q2
13165,2024-06-21,Store_004,East,158,83,51,24,25.91,4.9,58.89,24.18,14.87,42.6,47,13124,51.4,11,8,1,199,62.5,Full-Time,Diversity,Compliant,98.3,83.5,6,Weekday,Q2
19658,2024-06-21,Store_026,South,175,80,67,28,10.27,4.7,28.65,22.18,5.36,60.2,362,2723,78.48,9,6,3,44,77.0,Full-Time,Training,Partial,83.2,81.8,6,Weekday,Q2
14799,2024-06-21,Store_014,North,217,135,37,45,14.49,3.8,40.68,26.13,13.49,85.8,318,4080,64.33,6,1,0,114,99.5,Full-Time,Wellness,Partial,99.0,96.4,6,Weekday,Q2
8712,2024-06-21,Store_016,North,100,66,19,15,20.51,4.5,45.55,47.04,6.05,71.6,239,2459,31.08,12,8,2,45,96.6,Part-Time,Training,Partial,94.6,80.6,6,Weekday,Q2
6459,2024-06-21,Store_037,West,203,105,55,43,33.24,3.8,28.82,32.02,2.13,49.9,352,12671,62.5,10,2,3,105,92.6,Full-Time,Community,Compliant,60.6,82.1,6,Weekday,Q2
13261,2024-06-21,Store_035,West,163,113,10,40,29.32,4.6,31.31,30.32,10.73,91.5,405,39045,67.62,7,4,0,93,95.1,Full-Time,Training,Non-Compliant,68.7,95.2,6,Weekday,Q2
5747,2024-06-21,Store_026,North,178,83,55,40,19.14,4.3,25.39,16.93,10.98,41.0,181,47205,46.21,6,9,3,99,82.4,Full-Time,Community,Compliant,55.0,81.4,6,Weekday,Q2
1226,2024-06-21,Store_023,South,150,100,28,22,16.16,4.9,28.03,39.04,4.09,82.4,437,12972,64.05,1,9,1,84,94.9,Seasonal,Diversity,Non-Compliant,95.9,97.6,6,Weekday,Q2
6498,2024-06-21,Store_029,Central,130,34,55,41,35.15,5.0,34.12,11.61,8.94,64.0,350,35403,50.04,7,6,1,136,61.2,Full-Time,Training,Compliant,65.9,80.4,6,Weekday,Q2
19525,2024-06-21,Store_022,South,237,137,63,37,29.12,3.0,28.66,25.63,3.63,43.0,112,44436,77.37,12,1,1,134,65.7,Part-Time,Training,Compliant,74.7,83.3,6,Weekday,Q2
12173,2024-06-21,Store_046,Central,196,99,62,35,18.92,3.7,47.24,34.32,10.2,55.6,227,33623,76.51,9,1,3,107,85.8,Full-Time,Wellness,Non-Compliant,74.4,97.9,6,Weekday,Q2
13784,2024-06-21,Store_023,West,142,73,37,32,25.1,3.8,41.26,35.2,7.15,42.9,24,20766,27.06,14,1,0,107,95.3,Full-Time,Community,Compliant,75.6,97.1,6,Weekday,Q2
7367,2024-06-21,Store_004,East,100,87,13,0,13.46,3.3,30.91,29.13,14.06,90.1,434,10945,39.77,16,9,4,23,60.6,Full-Time,Training,Compliant,90.6,96.1,6,Weekday,Q2
7711,2024-06-21,Store_027,South,100,77,8,15,25.72,4.7,40.03,37.07,14.49,56.7,330,2436,13.21,2,5,0,55,83.1,Full-Time,Training,Compliant,64.7,84.7,6,Weekday,Q2
7691,2024-06-21,Store_020,South,263,128,93,42,17.71,4.1,43.41,11.71,7.48,70.1,481,28476,71.66,12,7,4,115,97.9,Full-Time,Training,Partial,94.5,90.2,6,Weekday,Q2
7406,2024-06-21,Store_037,North,203,149,51,3,14.52,3.4,29.79,41.53,5.92,75.9,150,25304,61.18,12,9,0,187,89.3,Full-Time,Wellness,Compliant,55.3,94.9,6,Weekday,Q2
7502,2024-06-21,Store_048,Central,186,134,32,20,37.5,3.8,36.11,35.08,14.7,44.9,267,28391,46.23,8,8,2,119,94.5,Seasonal,Diversity,Compliant,98.0,76.5,6,Weekday,Q2
369,2024-06-21,Store_033,Central,167,124,24,19,12.17,3.3,29.89,32.48,13.22,44.7,284,6001,13.4,0,8,1,179,93.0,Full-Time,Diversity,Compliant,87.2,94.3,6,Weekday,Q2
13469,2024-06-21,Store_004,South,152,133,5,14,31.91,3.0,51.88,48.95,5.94,63.9,339,5847,13.93,19,9,0,62,70.0,Full-Time,Wellness,Compliant,64.9,93.6,6,Weekday,Q2
14539,2024-06-21,Store_005,East,135,27,99,9,17.2,3.8,53.62,13.53,9.18,91.1,448,1452,63.34,5,7,1,52,93.4,Seasonal,Wellness,Compliant,67.4,94.4,6,Weekday,Q2
11615,2024-06-21,Store_034,North,103,25,39,39,21.78,4.8,51.47,49.71,4.87,45.9,33,26361,43.84,14,9,1,179,74.8,Part-Time,Training,Non-Compliant,94.1,77.3,6,Weekday,Q2
8632,2024-06-21,Store_038,East,108,47,23,38,6.48,5.0,41.6,17.59,8.39,72.1,281,45970,68.29,7,0,1,176,80.5,Part-Time,Wellness,Partial,73.7,79.4,6,Weekday,Q2
7239,2024-06-21,Store_021,South,179,128,50,1,5.15,4.5,21.77,34.48,8.41,86.4,364,36018,49.83,14,4,2,73,78.0,Part-Time,Training,Compliant,76.5,84.0,6,Weekday,Q2
7891,2024-06-21,Store_016,East,166,96,41,29,21.13,4.4,28.35,34.48,13.79,56.1,402,27470,56.75,14,8,4,48,75.8,Seasonal,Wellness,Compliant,57.4,75.8,6,Weekday,Q2
19149,2024-06-21,Store_050,East,174,112,36,26,39.89,4.4,28.96,47.95,7.91,45.5,83,31988,25.62,19,7,0,38,96.2,Full-Time,Diversity,Compliant,64.0,90.8,6,Weekday,Q2
3069,2024-06-21,Store_050,West,190,131,21,38,23.32,4.4,35.91,42.15,12.13,54.2,448,31697,36.92,15,6,4,121,94.5,Full-Time,Wellness,Compliant,57.0,93.6,6,Weekday,Q2
6949,2024-06-21,Store_049,North,229,148,79,2,18.37,3.2,22.64,20.86,13.53,57.2,498,17876,75.66,15,9,3,42,85.9,Seasonal,Training,Compliant,75.6,80.2,6,Weekday,Q2
2520,2024-06-21,Store_008,North,168,67,66,35,15.86,4.6,20.68,43.51,10.97,68.8,182,28020,71.69,10,8,1,163,74.3,Part-Time,Training,Partial,66.4,96.7,6,Weekday,Q2
11308,2024-06-21,Store_033,West,187,140,24,23,21.6,3.2,57.91,14.52,9.66,47.1,446,6849,52.74,7,8,2,116,94.4,Full-Time,Training,Compliant,89.3,90.5,6,Weekday,Q2
16697,2024-06-21,Store_033,South,128,83,37,8,6.32,4.5,36.72,43.86,14.29,58.8,454,28733,47.68,2,5,2,77,62.3,Full-Time,Wellness,Partial,86.8,84.3,6,Weekday,Q2
12891,2024-06-21,Store_049,Central,92,32,13,47,16.81,3.3,39.96,46.93,7.89,93.6,242,15307,73.34,11,1,0,113,65.9,Part-Time,Wellness,Compliant,65.8,92.8,6,Weekday,Q2
14624,2024-06-21,Store_023,East,139,45,70,24,11.59,3.3,23.46,27.15,2.3,87.4,29,8313,45.8,16,7,2,160,80.3,Seasonal,Wellness,Compliant,72.3,92.0,6,Weekday,Q2
7019,2024-06-21,Store_045,West,90,52,19,19,19.56,3.5,22.1,38.93,7.16,79.3,477,20475,69.23,12,4,4,78,62.5,Full-Time,Wellness,Compliant,62.6,91.3,6,Weekday,Q2
3799,2024-06-21,Store_047,Central,182,112,70,0,24.66,4.3,20.15,22.12,13.83,51.0,145,26810,67.99,5,0,0,65,80.9,Full-Time,Wellness,Compliant,58.8,85.8,6,Weekday,Q2
16850,2024-06-21,Store_032,South,131,83,35,13,35.62,3.5,21.04,22.52,4.54,67.4,353,31186,19.02,18,9,2,157,70.9,Part-Time,Training,Compliant,77.8,85.7,6,Weekday,Q2
6181,2024-06-21,Store_044,East,199,109,71,19,38.76,4.6,51.11,47.09,14.94,81.0,81,45592,50.95,13,4,4,92,85.7,Full-Time,Wellness,Compliant,77.9,89.9,6,Weekday,Q2
14974,2024-06-23,Store_042,Central,246,148,82,16,18.83,4.9,52.67,23.16,12.44,59.7,459,1307,43.02,2,2,3,117,79.1,Full-Time,Training,Compliant,60.0,76.6,6,Weekend,Q2
7693,2024-06-23,Store_019,West,204,87,75,42,21.34,3.2,29.69,47.32,10.92,74.8,304,42176,40.72,2,5,3,100,67.7,Full-Time,Diversity,Non-Compliant,93.4,81.5,6,Weekend,Q2
988,2024-06-23,Store_014,East,161,115,13,33,14.67,3.6,22.13,38.46,6.59,85.4,20,14251,29.32,5,5,4,194,79.2,Part-Time,Training,Compliant,56.3,89.0,6,Weekend,Q2
831,2024-06-23,Store_022,West,167,58,94,15,15.1,3.9,59.08,32.86,3.62,78.5,127,32263,33.08,14,7,3,77,62.8,Full-Time,Wellness,Compliant,62.4,96.8,6,Weekend,Q2
8291,2024-06-23,Store_029,West,104,33,26,45,39.02,4.8,37.65,20.59,2.12,59.4,332,46598,65.37,14,0,1,153,89.7,Full-Time,Training,Non-Compliant,88.9,94.5,6,Weekend,Q2
999,2024-06-23,Store_032,East,155,118,34,3,31.95,3.3,30.79,46.23,7.76,75.1,46,37122,44.41,18,1,0,143,69.0,Full-Time,Training,Partial,90.2,96.4,6,Weekend,Q2
13674,2024-06-23,Store_050,North,118,42,46,30,11.17,3.6,42.29,28.45,12.87,43.6,256,38650,32.45,18,0,2,98,67.3,Seasonal,Wellness,Non-Compliant,59.8,84.7,6,Weekend,Q2
680,2024-06-23,Store_046,North,224,139,66,19,39.12,4.6,39.56,36.25,10.72,87.6,243,30178,48.12,0,2,1,72,71.1,Full-Time,Training,Compliant,50.0,97.6,6,Weekend,Q2
12315,2024-06-23,Store_036,East,193,73,93,27,25.57,4.6,53.32,22.24,12.74,70.1,131,45297,56.02,14,1,4,118,92.3,Seasonal,Wellness,Compliant,66.4,81.8,6,Weekend,Q2
5981,2024-06-23,Store_047,Central,264,143,82,39,20.34,3.6,58.17,45.68,2.35,74.7,74,21769,73.37,19,0,4,94,60.0,Seasonal,Wellness,Compliant,85.9,76.7,6,Weekend,Q2
10867,2024-06-23,Store_047,South,96,26,67,3,17.02,3.2,51.94,23.8,13.19,83.9,318,35378,77.31,16,8,0,61,76.7,Full-Time,Community,Compliant,99.2,80.5,6,Weekend,Q2
18910,2024-06-23,Store_033,East,184,63,88,33,33.42,3.1,22.05,42.9,14.32,72.0,419,36998,75.82,10,3,3,65,70.8,Full-Time,Community,Compliant,99.9,77.7,6,Weekend,Q2
6180,2024-06-23,Store_032,East,216,109,75,32,16.5,4.7,45.7,23.37,8.79,46.0,290,22904,58.43,13,3,0,19,66.1,Full-Time,Diversity,Compliant,53.0,92.2,6,Weekend,Q2
15097,2024-06-23,Store_025,Central,147,55,70,22,22.83,3.9,41.52,37.45,8.17,43.3,356,7099,60.54,9,6,0,156,87.7,Full-Time,Community,Compliant,50.7,89.2,6,Weekend,Q2
10074,2024-06-23,Store_025,East,154,114,13,27,30.62,3.0,44.0,43.69,8.27,79.7,87,10686,68.52,9,4,3,126,61.7,Full-Time,Diversity,Compliant,75.3,92.5,6,Weekend,Q2
2256,2024-06-23,Store_035,North,145,22,79,44,35.2,4.6,58.77,48.58,10.77,47.7,109,45892,22.66,15,6,3,181,78.1,Seasonal,Diversity,Compliant,96.4,83.7,6,Weekend,Q2
2540,2024-06-23,Store_020,North,165,121,35,9,26.02,3.8,55.2,16.14,3.43,51.3,487,44151,27.53,2,0,2,173,85.6,Full-Time,Training,Compliant,51.4,98.7,6,Weekend,Q2
6050,2024-06-23,Store_039,South,91,46,16,29,31.06,3.3,54.61,14.53,14.42,75.7,356,4420,26.21,1,9,4,124,88.3,Full-Time,Community,Compliant,58.1,79.7,6,Weekend,Q2
8624,2024-06-23,Store_018,North,93,43,49,1,16.0,3.0,42.92,41.98,5.0,84.2,429,37000,27.87,7,1,1,108,69.1,Full-Time,Training,Compliant,90.3,84.0,6,Weekend,Q2
1000,2024-06-23,Store_041,West,200,126,29,45,25.39,4.8,47.0,11.3,3.3,43.4,366,22761,40.61,8,9,2,132,71.2,Full-Time,Training,Compliant,79.0,95.9,6,Weekend,Q2
7745,2024-06-23,Store_017,South,139,103,26,10,20.15,3.6,54.81,48.99,5.36,88.2,52,9340,43.96,18,0,3,45,79.7,Part-Time,Training,Partial,98.0,94.2,6,Weekend,Q2
5805,2024-06-23,Store_010,Central,203,113,82,8,13.2,3.8,36.94,33.6,13.4,56.3,253,13875,60.7,13,6,0,55,61.2,Full-Time,Training,Compliant,86.6,77.7,6,Weekend,Q2
4638,2024-06-23,Store_007,West,167,87,40,40,15.83,4.7,32.61,49.4,6.18,70.3,214,18084,46.24,7,2,3,55,67.7,Part-Time,Training,Compliant,98.4,78.9,6,Weekend,Q2
182,2024-06-23,Store_034,North,152,92,52,8,33.66,5.0,33.2,28.41,13.56,55.4,179,15656,24.95,9,7,0,166,82.9,Full-Time,Training,Partial,95.0,77.4,6,Weekend,Q2
6641,2024-06-23,Store_037,Central,189,111,67,11,39.91,3.4,56.51,24.52,12.17,49.2,379,31094,11.15,5,8,0,61,84.1,Full-Time,Training,Compliant,89.8,90.7,6,Weekend,Q2
2432,2024-06-23,Store_027,North,103,32,69,2,14.89,4.3,32.49,42.99,6.82,70.8,386,10086,50.34,2,7,1,182,70.6,Seasonal,Wellness,Compliant,67.2,95.1,6,Weekend,Q2
15529,2024-06-23,Store_050,North,194,104,64,26,33.92,4.1,51.27,47.91,6.83,68.8,49,16951,68.52,0,8,0,72,85.6,Seasonal,Training,Partial,69.7,96.4,6,Weekend,Q2
13024,2024-06-23,Store_015,West,211,103,79,29,18.46,3.5,30.52,11.44,3.42,87.2,97,41588,27.0,11,9,0,21,60.8,Full-Time,Training,Non-Compliant,74.2,79.8,6,Weekend,Q2
9213,2024-06-23,Store_017,Central,154,130,24,0,20.64,3.2,53.41,20.42,8.37,62.7,39,42877,30.86,3,7,1,58,90.8,Full-Time,Wellness,Compliant,95.8,95.2,6,Weekend,Q2
13800,2024-06-23,Store_040,West,207,68,98,41,18.89,4.5,36.72,34.71,4.89,90.7,86,20833,78.89,0,8,2,117,61.5,Full-Time,Training,Compliant,69.4,98.4,6,Weekend,Q2
1865,2024-06-23,Store_002,South,139,109,9,21,10.49,4.1,36.66,39.01,12.07,53.5,456,20959,46.57,7,7,3,165,80.4,Part-Time,Wellness,Compliant,64.8,80.3,6,Weekend,Q2
11240,2024-06-23,Store_008,East,201,103,58,40,30.12,3.0,31.31,20.44,4.19,86.2,364,31026,57.55,5,1,4,147,82.3,Part-Time,Community,Non-Compliant,73.3,91.0,6,Weekend,Q2
19810,2024-06-23,Store_045,South,186,95,80,11,28.94,4.7,56.79,23.79,7.22,75.8,101,28327,71.06,11,1,2,146,77.7,Part-Time,Training,Compliant,97.1,86.1,6,Weekend,Q2
2318,2024-06-23,Store_032,South,178,86,89,3,16.28,4.1,36.57,28.54,7.69,62.8,7,33402,50.82,16,5,4,197,95.3,Seasonal,Diversity,Compliant,71.0,83.5,6,Weekend,Q2
7010,2024-06-23,Store_002,North,157,63,81,13,11.99,3.3,38.98,39.3,6.25,78.0,276,35001,68.25,2,1,4,75,91.8,Full-Time,Wellness,Partial,52.5,91.2,6,Weekend,Q2
17301,2024-06-23,Store_036,Central,169,122,11,36,28.45,3.4,35.85,39.85,11.24,81.0,140,7101,76.73,18,6,1,186,94.6,Full-Time,Training,Compliant,88.5,87.7,6,Weekend,Q2
10509,2024-06-23,Store_013,West,144,98,6,40,11.29,3.8,46.17,22.77,11.25,56.6,282,18927,38.48,6,4,0,95,77.5,Full-Time,Wellness,Compliant,57.0,93.1,6,Weekend,Q2
2227,2024-06-23,Store_040,East,157,50,95,12,29.34,4.6,23.97,18.75,13.4,69.2,273,6469,16.31,10,5,1,88,93.9,Full-Time,Community,Compliant,68.6,96.6,6,Weekend,Q2
5064,2024-06-23,Store_040,South,267,143,85,39,36.92,4.1,50.72,34.03,4.3,93.2,414,42527,14.6,14,4,2,98,70.9,Seasonal,Training,Compliant,58.7,81.7,6,Weekend,Q2
16498,2024-06-23,Store_030,West,210,128,72,10,5.3,4.8,22.02,34.21,2.08,70.5,204,10276,75.01,14,5,2,62,74.3,Full-Time,Training,Compliant,92.4,75.7,6,Weekend,Q2
3037,2024-06-23,Store_013,East,215,147,28,40,24.9,4.0,44.61,15.96,4.58,87.2,403,39064,68.51,9,9,4,140,85.4,Seasonal,Training,Compliant,79.7,96.8,6,Weekend,Q2
16690,2024-06-23,Store_001,South,248,146,72,30,26.05,3.5,56.72,22.53,5.26,52.1,230,42185,48.59,1,3,1,21,78.1,Seasonal,Training,Compliant,56.8,97.9,6,Weekend,Q2
3910,2024-06-23,Store_012,West,222,143,71,8,21.2,4.6,52.6,33.35,6.93,91.4,135,40000,70.4,3,3,0,139,82.0,Part-Time,Training,Compliant,60.5,81.5,6,Weekend,Q2
6727,2024-06-23,Store_028,East,204,146,24,34,24.08,4.8,32.04,49.04,6.13,58.3,405,4095,63.4,4,2,4,170,81.8,Full-Time,Training,Compliant,52.5,77.5,6,Weekend,Q2
1695,2024-06-23,Store_016,South,184,106,68,10,30.35,4.0,44.62,42.79,2.53,68.5,169,27901,14.23,11,3,0,137,84.9,Full-Time,Training,Compliant,81.3,82.9,6,Weekend,Q2
9882,2024-06-23,Store_001,Central,215,119,72,24,28.59,3.2,53.74,41.46,7.3,86.3,386,48700,48.31,11,3,1,94,78.8,Seasonal,Wellness,Compliant,81.1,78.9,6,Weekend,Q2
9532,2024-06-23,Store_014,Central,156,69,80,7,15.42,3.6,46.68,31.66,12.32,75.2,101,8876,23.92,14,2,0,80,67.2,Seasonal,Wellness,Compliant,71.6,76.0,6,Weekend,Q2
1794,2024-06-23,Store_018,North,182,145,24,13,39.43,3.0,30.94,32.45,5.25,70.9,50,23026,40.24,5,5,0,71,67.6,Part-Time,Training,Compliant,90.7,88.9,6,Weekend,Q2
4629,2024-06-23,Store_016,South,197,137,43,17,16.41,3.0,25.72,37.91,7.32,59.1,22,40192,67.56,7,0,4,194,83.0,Full-Time,Wellness,Non-Compliant,64.7,81.4,6,Weekend,Q2
17023,2024-06-23,Store_027,Central,151,71,78,2,35.31,3.6,52.97,29.04,9.06,70.5,104,34952,63.84,0,0,3,78,87.9,Part-Time,Community,Compliant,78.9,76.7,6,Weekend,Q2
12685,2024-06-24,Store_002,West,197,80,89,28,26.07,3.9,55.67,25.55,14.52,59.7,340,2150,28.82,3,1,2,131,74.7,Full-Time,Community,Non-Compliant,82.1,83.6,6,Weekday,Q2
4119,2024-06-24,Store_005,West,110,77,22,11,6.56,4.9,44.77,48.93,8.53,55.8,453,31906,72.81,8,5,1,87,92.7,Part-Time,Training,Compliant,53.6,78.7,6,Weekday,Q2
18346,2024-06-24,Store_015,South,101,40,30,31,24.9,4.3,28.35,32.95,8.37,77.8,488,17486,16.53,8,5,2,179,81.5,Full-Time,Training,Compliant,94.3,93.2,6,Weekday,Q2
49,2024-06-24,Store_003,East,182,126,19,37,13.21,4.4,20.59,26.54,3.29,72.8,244,42045,76.83,11,2,1,62,92.5,Full-Time,Training,Compliant,71.5,94.7,6,Weekday,Q2
14452,2024-06-24,Store_010,Central,233,96,94,43,37.74,3.8,32.73,38.02,13.73,63.6,493,22697,13.01,4,0,2,95,65.2,Full-Time,Community,Non-Compliant,88.2,95.4,6,Weekday,Q2
12517,2024-06-24,Store_003,Central,102,36,55,11,35.16,4.8,47.05,41.19,5.25,61.9,37,35348,78.25,17,9,0,95,66.2,Full-Time,Wellness,Compliant,50.9,84.9,6,Weekday,Q2
7142,2024-06-24,Store_031,East,164,99,25,40,14.93,4.2,58.72,29.48,7.1,70.0,176,24789,77.68,11,0,1,10,67.7,Part-Time,Wellness,Partial,77.6,79.2,6,Weekday,Q2
18754,2024-06-24,Store_040,West,96,64,29,3,11.04,4.7,27.94,47.57,11.79,86.6,498,17268,36.69,12,9,2,50,77.7,Full-Time,Wellness,Compliant,75.7,87.9,6,Weekday,Q2
18755,2024-06-24,Store_042,South,222,106,75,41,33.37,3.9,56.21,42.36,3.92,73.5,22,29531,70.35,8,6,1,150,72.6,Part-Time,Community,Partial,92.9,81.0,6,Weekday,Q2
148,2024-06-24,Store_005,Central,198,118,31,49,28.57,3.5,53.97,36.02,8.92,45.7,320,44034,40.04,2,7,1,17,71.7,Full-Time,Training,Compliant,53.9,90.9,6,Weekday,Q2
6846,2024-06-24,Store_023,North,112,43,21,48,15.03,3.8,59.94,44.65,12.71,77.4,250,47780,72.0,3,8,3,177,86.8,Part-Time,Wellness,Compliant,96.4,87.4,6,Weekday,Q2
4025,2024-06-24,Store_044,South,209,148,14,47,5.62,4.5,29.05,17.9,2.74,90.1,432,46430,72.48,2,3,1,108,76.1,Part-Time,Wellness,Non-Compliant,82.7,95.8,6,Weekday,Q2
11036,2024-06-24,Store_026,East,116,79,24,13,15.05,3.7,47.07,46.5,2.26,48.5,211,10116,58.02,10,9,2,45,67.1,Part-Time,Wellness,Non-Compliant,92.0,83.3,6,Weekday,Q2
14566,2024-06-24,Store_047,West,216,129,57,30,24.58,4.3,23.89,33.64,3.15,66.0,41,24662,19.82,19,9,1,37,76.6,Full-Time,Training,Partial,84.7,84.4,6,Weekday,Q2
18987,2024-06-24,Store_030,West,194,149,32,13,23.92,3.9,45.2,29.84,7.01,47.6,119,21343,45.06,4,2,1,145,73.3,Full-Time,Wellness,Compliant,80.3,86.7,6,Weekday,Q2
3620,2024-06-24,Store_023,South,204,76,80,48,30.03,4.0,22.24,36.66,6.89,62.8,369,40461,18.09,12,3,4,128,84.6,Seasonal,Wellness,Compliant,71.9,75.5,6,Weekday,Q2
11086,2024-06-24,Store_005,East,165,43,95,27,36.73,4.6,49.3,47.01,12.92,73.6,163,37028,60.56,8,1,1,147,61.6,Full-Time,Training,Compliant,93.8,77.0,6,Weekday,Q2
12717,2024-06-24,Store_019,East,223,140,59,24,27.27,3.8,32.29,31.21,9.38,59.2,379,19451,64.85,1,7,1,115,79.0,Full-Time,Community,Compliant,88.6,82.7,6,Weekday,Q2
390,2024-06-24,Store_017,North,185,67,97,21,34.95,4.2,46.51,35.12,14.39,64.7,472,21889,15.81,12,1,2,116,74.5,Part-Time,Diversity,Compliant,53.9,76.8,6,Weekday,Q2
13345,2024-06-24,Store_007,West,188,96,75,17,37.9,3.2,39.74,19.27,8.58,89.9,350,48598,47.8,6,0,0,17,96.6,Full-Time,Wellness,Compliant,97.2,76.4,6,Weekday,Q2
1990,2024-06-24,Store_002,North,152,73,61,18,18.34,3.4,21.7,37.52,14.06,80.4,184,319,79.72,12,4,2,77,79.1,Part-Time,Training,Partial,86.9,98.1,6,Weekday,Q2
8446,2024-06-24,Store_019,North,194,122,39,33,39.22,3.8,52.43,29.24,4.54,71.9,417,44538,26.61,3,7,3,128,95.6,Full-Time,Diversity,Partial,82.3,75.8,6,Weekday,Q2
10645,2024-06-24,Store_008,North,148,40,66,42,28.76,4.9,37.62,37.59,3.57,40.4,268,39146,25.75,3,6,1,18,91.3,Part-Time,Training,Non-Compliant,68.9,83.4,6,Weekday,Q2
